word,year,freq_per_million,freq_smooth_5yr,freq_smooth_10yr,pct_change_yoy,in_recession,total_freq,pct_of_colour_total
white,1823,110.72092456743121,108.20573370438069,117.1317184343934,0,FALSE,486.6451977250108,22.751878593487408
black,1824,73.48513463512063,75.65004489151761,76.7306708439719,0,FALSE,479.41473940227297,15.328092483502026
blue,1824,34.105742088286206,38.289905205601826,38.91225169354584,0,FALSE,479.41473940227297,7.114037029985504
bright,1824,41.08447319595143,41.44687409279868,42.747311454149894,0,FALSE,479.41473940227297,8.569714240987862
dark,1824,61.581893533002585,61.029089556541294,63.587525437469594,0,FALSE,479.41473940227297,12.845223242360456
golden,1824,21.518801077036187,22.561289006262086,22.5662824959727,0,FALSE,479.41473940227297,4.488556422746932
green,1824,54.74803037941456,55.294574121944606,56.95850231859367,0,FALSE,479.41473940227297,11.419763699312535
grey,1824,18.358776742388727,20.15007748923381,21.191967653066968,0,FALSE,479.41473940227297,3.829414332416682
red,1824,67.71954940631986,69.55129938432947,71.28097786335275,0,FALSE,479.41473940227297,14.125462535997862
white,1824,106.81233834475279,106.44450376275927,108.70395635720342,0,FALSE,479.41473940227297,22.279736012690137
black,1825,72.17148959171027,74.84334637410939,77.13645973126404,0,FALSE,471.2336021839292,15.31543787565911
blue,1825,35.093817132292315,37.75652076001279,39.111366277211346,0,FALSE,471.2336021839292,7.447222984449802
bright,1825,41.58155934419483,41.41952158533968,43.366069803596474,0,FALSE,471.2336021839292,8.82398011336317
dark,1825,60.78700607758947,62.30415019672364,64.0850244963076,0,FALSE,471.2336021839292,12.89954829109649
golden,1825,22.511185306939296,22.24210293206852,22.599245494347997,0,FALSE,471.2336021839292,4.777075574112573
green,1825,54.397220083046705,53.38680275599472,56.30713130813092,0,FALSE,471.2336021839292,11.54357835072523
grey,1825,19.50653222593246,19.810722915281076,21.196113175392384,0,FALSE,471.2336021839292,4.139461221680618
red,1825,65.33316627610475,68.74378741485998,72.15920995804481,0,FALSE,471.2336021839292,13.864284289855094
white,1825,99.85162614611909,104.3894502799958,109.41864893538877,0,FALSE,471.2336021839292,21.18941129905791
black,1826,72.52753130160272,74.08807286992669,77.11376674706116,0,FALSE,485.78404403087916,14.929994550622263
blue,1826,46.16713704308495,38.17336764768697,39.001760524115525,0,FALSE,485.78404403087916,9.503633890484535
bright,1826,41.88926686765626,42.78160122339614,43.69778871478047,0,FALSE,485.78404403087916,8.623022386670556
dark,1826,63.59267717925832,63.77683093887754,64.49870343203656,0,FALSE,485.78404403087916,13.090729916031579
golden,1826,21.11680259986315,22.020787946530618,22.640319002675824,0,FALSE,485.78404403087916,4.346952696231589
green,1826,49.50396760250442,53.058383491588756,55.82504818448797,0,FALSE,485.78404403087916,10.190529765394613
grey,1826,19.011516087630298,19.965318006143207,21.15504316861916,0,FALSE,485.78404403087916,3.9135735974114905
red,1826,70.73854067130014,68.96114209666848,72.22340354928747,0,FALSE,485.78404403087916,14.561725841041333
white,1826,101.2366046779789,103.77648432040587,109.42515873466618,0,FALSE,485.78404403087916,20.83983735611204
black,1827,75.19211794715375,76.84079027967528,75.88434891658835,0,FALSE,501.40444272983586,14.996300698450007
blue,1827,37.45183494174853,40.65079992869869,37.862660974496976,0,FALSE,501.40444272983586,7.469386337673145
bright,1827,43.99387034936808,44.799179886467755,42.222713273076806,0,FALSE,501.40444272983586,8.774128547774481
dark,1827,68.22009163442999,66.18712723138742,63.0727008683607,0,FALSE,501.40444272983586,13.605801189756905
golden,1827,23.391983631881885,22.5478765059961,21.67266902688425,0,FALSE,501.40444272983586,4.665292454236556
green,1827,55.099564633565024,54.85189103637822,53.32448345143348,0,FALSE,501.40444272983586,10.989045955313461
grey,1827,23.166802748164628,21.24386082869023,20.33227351603273,0,FALSE,501.40444272983586,4.620382424622281
red,1827,71.56241917982697,72.79978599399328,70.13533577264752,0,FALSE,501.40444272983586,14.272394315099014
white,1827,103.325757663697,107.76980343507603,107.89540610858239,0,FALSE,501.40444272983586,20.60726807707415
black,1828,77.06409087404609,77.76334387017414,75.66272397525609,0,FALSE,495.1731143592042,15.56306040035585
blue,1828,38.048307033022866,41.47168365307152,38.113687332952395,0,FALSE,495.1731143592042,7.683839435075264
bright,1828,45.358836359810084,45.25094846030697,42.65491097612539,0,FALSE,495.1731143592042,9.160197725700082
dark,1828,64.70248627010733,67.18406511936337,64.3203060462838,0,FALSE,495.1731143592042,13.066639604179198
golden,1828,21.56516711693257,22.512935174745508,21.61122356483247,0,FALSE,495.1731143592042,4.355076334231053
green,1828,51.54313475941308,55.28953915927559,53.520012806984596,0,FALSE,495.1731143592042,10.4091141592197
grey,1828,19.78296222659992,21.623890461341944,20.64569262074656,0,FALSE,495.1731143592042,3.99516081405202
red,1828,69.45203494979069,74.93987068301067,70.78260059643071,0,FALSE,495.1731143592042,14.025808941518864
white,1828,107.65609476948157,110.63156416639686,107.91347303893417,0,FALSE,495.1731143592042,21.741102585667974
black,1829,87.24872168386355,78.57748860260472,75.97891599289142,0,FALSE,584.8603723279666,14.917871993375185
blue,1829,46.492903493344784,39.713615842629224,38.43277590931393,0,FALSE,584.8603723279666,7.949402232243117
bright,1829,51.17236651130952,45.948703336762264,42.86020721337991,0,FALSE,584.8603723279666,8.749501407938453
dark,1829,73.633374995552,67.96831730753183,65.00903364212718,0,FALSE,584.8603723279666,12.58990666481013
golden,1829,24.1542438743636,22.71934899908956,21.58472652808996,0,FALSE,584.8603723279666,4.129916304334405
green,1829,63.715568103361875,56.35552224703133,53.37275579222478,0,FALSE,584.8603723279666,10.894150316553281
grey,1829,24.751490855123848,22.16000884800451,20.82698706544761,0,FALSE,584.8603723279666,4.232034178791
red,1829,86.91276889294386,74.89550771424547,70.88878446666058,0,FALSE,584.8603723279666,14.860430455733905
white,1829,126.77893391810358,112.4058137065731,107.82793324324302,0,FALSE,584.8603723279666,21.67678644622053
black,1830,76.78425754420459,76.92535145906731,76.20458927704021,0,FALSE,516.117230290547,14.877290087947475
blue,1830,39.198235754156485,37.96880118898116,38.73109853884671,0,FALSE,516.117230290547,7.594831843162828
bright,1830,43.84040221339092,43.02590496081393,43.32678854552796,0,FALSE,516.117230290547,8.494272161522503
dark,1830,65.7716955174692,63.84125153999776,65.9052180708386,0,FALSE,516.117230290547,12.743557404670092
golden,1830,22.33647865068633,21.10323512169998,21.449305131682195,0,FALSE,516.117230290547,4.327791699206024
green,1830,56.58546069753356,53.26216414687224,53.70703947846778,0,FALSE,516.117230290547,10.963683709160204
grey,1830,21.406680389191024,20.85382411678438,21.080319811517256,0,FALSE,516.117230290547,4.147639166617278
red,1830,76.03358972119167,71.52688413043506,72.6884729374433,0,FALSE,516.117230290547,14.731844871443013
white,1830,114.16042980272323,111.40136193716899,108.37728405022062,0,FALSE,516.117230290547,22.11908905627058
black,1831,76.59825496375561,77.23737508058548,75.74695046059787,0,FALSE,506.16647331480635,15.13301631025173
blue,1831,37.376797990873456,38.05400701821782,37.51442673092242,0,FALSE,506.16647331480635,7.384289549265986
